,r,r,r,r,r,r,r,r,r,r,mean_reward,timesteps
52,-1248.5967039999998,-1054.670423,-1089.9899619999999,-1195.290681,-1614.000571,-1317.254899,-1350.8298539999998,-1502.937707,-641.396699,-1154.0147539999998,-1216.8982253999998,10600
53,-958.9936,-1123.170592,-990.6120279999999,-1689.70942,-1120.387241,-1605.537418,-1678.970425,-1176.061111,-1069.2734269999999,-1139.7598130000001,-1255.2475074999998,10800
54,-1099.903526,-1207.770861,-1648.025408,-1140.611117,-1446.019118,-1057.938583,-1355.761158,-1181.1329050000002,-1142.370948,-1182.925734,-1246.2459358,11000
55,-1696.247518,-985.69251,-1014.6003279999999,-1011.396565,-1208.605722,-1661.716367,-1217.437472,-1065.2326970000001,-1355.185937,-1050.395419,-1226.6510535000002,11200
56,-900.9479060000001,-1010.210266,-1391.350524,-1171.952207,-1046.3454869999998,-1247.802461,-1373.261696,-1538.821443,-956.9082960000001,-1153.9936810000002,-1179.1593967000001,11400
57,-1334.395815,-1662.154434,-946.443756,-887.875644,-1206.0908769999999,-1180.070144,-1079.333586,-1132.294836,-796.7336740000001,-1202.3667599999999,-1142.7759526000002,11600
58,-1065.729635,-974.476608,-1128.738039,-1671.171305,-1464.97271,-1160.661101,-1228.8931949999999,-1127.250821,-1566.844459,-967.048961,-1235.5786834,11800
59,-1199.831991,-1542.933076,-1081.911856,-910.9823119999999,-1236.6516800000002,-1216.437236,-1197.377958,-1278.8343810000001,-1072.091734,-1186.7125859999999,-1192.376481,12000
60,-1187.372185,-969.5315380000001,-1568.273963,-1041.992072,-1561.767624,-1316.716011,-1306.221153,-1265.140143,-650.1006269999999,-1375.73482,-1224.2850136000002,12200
61,-1145.406889,-1649.005641,-1022.901799,-1137.115788,-1328.6543,-1231.033004,-1366.065678,-1439.405048,-955.718739,-931.870759,-1220.7177645,12400
62,-1165.2875980000001,-899.308554,-1696.444621,-1103.925165,-1038.3518589999999,-1687.162036,-1108.176449,-1259.136451,-973.775137,-1064.391878,-1199.5959748,12600
63,-934.8946810000001,-1110.325001,-970.5425019999999,-909.819056,-1333.8807550000001,-1135.044684,-1148.339064,-1187.751979,-1050.098691,-1072.023738,-1085.2720150999999,12800
64,-1138.587246,-1753.6730539999999,-1170.9796609999999,-1225.895259,-1168.795716,-1037.8438939999999,-1082.0449529999999,-1369.155878,-1461.64662,-1016.1499269999999,-1242.4772208,13000
65,-1038.340203,-862.412843,-1115.0179150000001,-937.5957880000001,-1241.578571,-1169.625393,-1213.2406369999999,-1094.282479,-1298.18675,-1169.757623,-1114.0038202,13200
66,-1210.57664,-868.911201,-1065.356666,-789.350398,-1157.626616,-1309.2807890000001,-1328.852283,-1367.758952,-1198.6030119999998,-1047.7252330000001,-1134.4041789999999,13400
67,-1474.604889,-1040.998519,-1330.2886839999999,-1007.6105960000001,-1214.994968,-1330.498082,-1259.065215,-1232.979459,-1311.530647,-1465.221413,-1266.7792471999999,13600
68,-1627.9943369999999,-1483.5166800000002,-1141.7889189999999,-1362.63147,-1321.625785,-1199.419182,-1529.612098,-1110.34924,-1251.265837,-1261.8999,-1329.0103447999998,13800
69,-1115.501317,-1563.619534,-1313.234568,-1236.795621,-1095.6866,-1382.305552,-785.4321679999999,-1205.2872949999999,-1337.7057960000002,-1060.937396,-1209.6505846999999,14000
70,-1062.0188369999998,-983.0901859999999,-1198.596128,-1305.6569869999998,-1215.419734,-1341.990335,-1200.555423,-906.6764730000001,-1195.4687,-1681.9564280000002,-1209.1429230999997,14200
71,-1186.906518,-1086.057251,-1029.548352,-1212.554744,-1151.3663490000001,-1342.824624,-1189.417066,-1376.238109,-1087.859729,-1037.8574210000002,-1170.0630163,14400
72,-1570.731694,-864.3242529999999,-1226.201437,-1748.58032,-1174.2075550000002,-1289.033394,-1245.338579,-1206.371502,-1212.86474,-1287.577418,-1282.5230892,14600
73,-1137.40597,-846.2059849999999,-1170.6696470000002,-1083.4404359999999,-1316.5629119999999,-1276.429332,-1157.887243,-1316.8897789999999,-1231.846467,-1206.668199,-1174.4005969999998,14800
74,-1079.897692,-1047.255881,-1333.134724,-808.068571,-1197.6047859999999,-1181.722411,-898.6167929999999,-1322.602868,-1033.935886,-1152.2301619999998,-1105.5069773999999,15000
75,-1173.702239,-976.7015789999999,-1194.077174,-1358.938242,-1321.496513,-1183.286878,-1169.7874539999998,-1394.3069380000002,-1106.80827,-1185.881269,-1206.4986556,15200
76,-1132.1759240000001,-1028.765881,-1088.503921,-1349.606169,-1362.0739119999998,-1256.8423810000002,-655.935382,-1214.342846,-1120.900642,-1013.30117,-1122.2448228,15400
77,-765.680088,-1046.385351,-1378.313598,-1484.681391,-1238.122901,-1199.293459,-1226.0142449999998,-1192.295714,-1250.750183,-1040.49622,-1182.203315,15600
78,-1033.68092,-1222.822919,-1357.106517,-1226.448572,-1320.287797,-1316.5032410000001,-768.627938,-1260.626233,-1253.614159,-900.5543630000001,-1166.0272659000002,15800
79,-1198.667222,-1098.563269,-1196.556123,-1242.262612,-1100.410347,-1182.819326,-1120.797187,-1265.829749,-1185.0531720000001,-1166.795797,-1175.7754804,16000
80,-1597.362635,-1139.00773,-1704.912839,-1125.079424,-1574.222008,-1249.85111,-1080.574681,-905.381817,-1361.678189,-1059.45234,-1279.7522772999998,16200
81,-1321.530027,-1698.9299239999998,-1537.434757,-1580.205306,-1219.677602,-1720.6329879999998,-1359.248697,-1329.659507,-1213.1639,-1071.740668,-1405.2223376,16400
82,-1718.213906,-1040.484594,-1194.117845,-1250.0404529999998,-1269.9784710000001,-1185.9804900000001,-1337.7045380000002,-1157.928022,-1453.1618310000001,-1038.440353,-1264.6050503000001,16600
83,-1210.736722,-1175.454588,-1309.192937,-1496.430309,-1057.964768,-1461.2265949999999,-1357.1432439999999,-1397.090299,-1175.956115,-1310.990712,-1295.2186288999999,16800
84,-1011.1647539999999,-1044.228716,-1525.519302,-1195.009591,-1174.007958,-1244.270975,-1179.635518,-1322.507327,-1368.816732,-988.0789589999999,-1205.3239831999997,17000
85,-1060.260483,-1164.532551,-1481.426135,-1424.752134,-1010.790381,-1216.671508,-1214.634212,-1343.8936449999999,-1424.407178,-1025.409652,-1236.6777879,17200
86,-1396.8131050000002,-1130.3725279999999,-1352.53319,-1230.970311,-1197.802306,-1069.282851,-1364.889748,-1471.250135,-1373.292842,-1122.5154519999999,-1270.9722468,17400
87,-1106.5127810000001,-1270.1440109999999,-1511.925677,-1485.9462019999999,-1201.200278,-1087.886205,-1182.006097,-1187.69986,-1293.079798,-1515.651775,-1284.2052684000003,17600
88,-732.769124,-1708.791316,-1202.180376,-1514.462434,-1187.156031,-1082.8285859999999,-1133.039283,-1375.5964960000001,-1096.916072,-1216.526911,-1225.0266629000002,17800
89,-983.241683,-1201.908354,-1201.7957310000002,-1458.278147,-1330.333492,-1006.103975,-1376.438611,-1249.540046,-1296.147935,-1545.616517,-1264.9404491,18000
90,-881.171435,-1052.5550970000002,-1308.537115,-1377.703979,-1220.016153,-1194.105952,-1311.961143,-1435.056691,-1216.963371,-1448.275632,-1244.6346568000001,18200
91,-1182.545818,-1057.765551,-1532.2885390000001,-1175.363118,-1412.501407,-1581.925792,-1278.270552,-1197.707991,-1236.789566,-1235.013451,-1289.0171785,18400
92,-1123.217142,-1548.2440199999999,-1295.4172939999999,-1418.903331,-1408.992047,-1218.586565,-1347.994426,-1217.7933449999998,-1241.441792,-1291.065235,-1311.1655196999998,18600
93,-1213.6364130000002,-1207.302348,-1388.232454,-1315.067341,-1234.6287029999999,-1293.089829,-1442.424104,-1450.375944,-1249.992025,-1319.227988,-1311.3977149,18800
94,-834.455018,-1396.578577,-1504.83677,-1114.618636,-1377.4409039999998,-1169.60802,-1234.8522779999998,-1814.4172469999999,-819.2048,-1183.0299539999999,-1244.9042203999998,19000
95,-1835.8197460000001,-1443.286666,-1372.241245,-1131.816018,-1363.997892,-919.75766,-1085.662994,-1373.151689,-1413.961072,-1316.418729,-1325.6113711000003,19200
96,-759.718308,-1013.5358050000001,-1396.624742,-1451.891638,-1370.8370630000002,-856.434408,-1402.48211,-1389.871969,-1432.321279,-1198.799677,-1227.2516999,19400
97,-1189.748257,-1137.426187,-1503.099742,-1229.942564,-1472.8528039999999,-1151.45994,-1257.6806119999999,-1237.254062,-1356.8036550000002,-1122.791696,-1265.9059519,19600
98,-905.0959230000001,-1424.455382,-1466.9588199999998,-1043.456647,-1349.635442,-877.804093,-1259.788701,-1267.865087,-1377.5957130000002,-1270.163337,-1224.2819144999999,19800
99,-1769.824563,-1227.066686,-1477.683552,-1366.9455289999999,-1370.369704,-1313.684799,-1289.420624,-1209.000927,-1265.207525,-1370.293042,-1365.9496950999996,20000
100,-1024.386302,-921.836084,-1325.9097,-1219.558915,-1324.882335,-1078.114456,-1459.878433,-1299.013561,-963.7147630000001,-1369.101724,-1198.6396273,20200
101,-1049.1625609999999,-1238.8338310000001,-1380.868058,-1407.819164,-1462.436144,-1342.6989449999999,-1216.721744,-1278.347692,-914.3327640000001,-1268.631601,-1255.9852503999998,20400
102,-1274.269082,-814.325547,-1613.937301,-1594.222965,-1255.424142,-1721.3309239999999,-1447.063432,-1364.997989,-1087.415847,-1327.471794,-1350.0459022999999,20600
103,-1428.117885,-1329.526511,-1530.9162210000002,-1227.406298,-1380.3073630000001,-1153.073301,-1523.0819689999998,-1273.8096890000002,-1275.745413,-1256.207392,-1337.8192042,20800
104,-1766.3719780000001,-1197.9585789999999,-1310.574221,-953.441632,-1412.781841,-761.043733,-1359.580228,-1202.290313,-1136.843366,-1225.916237,-1232.6802128000002,21000
105,-1205.031457,-1363.7123880000001,-1519.877853,-968.8488779999999,-1231.953322,-1225.522436,-1375.849576,-1344.439917,-999.924459,-1754.1791030000002,-1298.9339389000002,21200
106,-1134.279409,-1196.5511880000001,-1459.792486,-1157.42542,-1350.799172,-1729.216316,-1239.5590849999999,-1426.131805,-1110.942709,-1215.9808269999999,-1302.0678417,21400
107,-1194.9214060000002,-1068.683673,-1465.335554,-958.628142,-1366.273567,-1423.161003,-1446.545355,-1210.131107,-1174.747114,-1379.107491,-1268.7534412,21600
108,-1208.300892,-817.082052,-1401.715292,-1316.821713,-1405.623796,-1042.98704,-1457.154779,-1358.186668,-1169.265166,-1393.13306,-1257.0270458,21800
109,-1247.9448869999999,-1496.1629990000001,-926.454794,-1190.796624,-1311.517228,-649.357471,-1255.702217,-1323.673997,-981.8618560000001,-1749.504436,-1213.2976508999998,22000
110,-1373.770904,-1492.8591310000002,-1388.3804710000002,-1352.215236,-1349.2358960000001,-881.143562,-1284.742989,-1349.8348330000001,-1111.837919,-1458.0796710000002,-1304.2100612,22200
111,-1373.863466,-1063.411605,-1207.6429699999999,-813.5829620000001,-1380.376008,-1432.749132,-1130.935031,-1378.8046880000002,-1190.984815,-1049.032351,-1202.1383028,22400
112,-1191.225848,-1342.3803300000002,-1659.164372,-1312.251395,-1232.85976,-1667.680551,-1408.316226,-1279.21267,-1439.747908,-1106.6429210000001,-1363.9481981000001,22600
113,-1099.556525,-1033.7729630000001,-1091.433771,-1004.5764640000001,-1225.4116119999999,-896.2764369999999,-1287.965833,-1379.0880240000001,-996.148859,-1504.255303,-1151.8485791,22800
114,-1319.233923,-914.417981,-1398.148892,-1169.3568710000002,-1207.603862,-779.654562,-1387.5398189999999,-1367.59106,-1387.4917130000001,-1189.212794,-1212.0251476999997,23000
115,-1432.364321,-1152.5927789999998,-1657.703233,-1411.9733390000001,-1224.692078,-835.920788,-1563.6316789999998,-1346.452541,-1270.9462119999998,-1305.012518,-1320.1289487999998,23200
116,-1277.948399,-877.665275,-1670.1649929999999,-1267.668381,-1359.67225,-1198.337632,-1293.606841,-1304.904779,-1395.855219,-1177.9575550000002,-1282.3781324,23400
117,-1359.1346529999998,-863.2149189999999,-1527.861171,-1233.444695,-1417.437927,-944.7617550000001,-1368.124729,-1361.142933,-1366.002019,-1467.739906,-1290.8864706999998,23600
118,-1196.8575759999999,-1024.314181,-1269.668466,-1501.750273,-1365.872494,-1004.820321,-1211.454168,-1363.5502199999999,-1454.1603220000002,-1206.986095,-1259.9434116,23800
119,-1341.661576,-1059.1535119999999,-1565.893536,-1175.4788800000001,-1307.3122369999999,-893.625019,-1517.549068,-1350.440634,-1200.240978,-1443.57132,-1285.4926759999998,24000
120,-1216.4302699999998,-1178.159431,-920.0142880000001,-1205.6180359999998,-1341.263679,-1235.949533,-1229.658588,-1338.6174449999999,-1371.624357,-1022.527316,-1205.9862943,24200
121,-1328.979891,-907.537169,-951.455266,-1081.460216,-1392.997453,-930.4416369999999,-1246.848624,-1352.2774630000001,-1249.431022,-1217.8977519999999,-1165.9326493,24400
122,-1292.609207,-1238.8044830000001,-1106.38485,-1375.0176,-1213.826125,-1244.253389,-1317.4113029999999,-1150.343391,-1104.9550570000001,-1468.4111050000001,-1251.201651,24600
123,-1289.55379,-1527.43961,-1403.4337150000001,-1307.5379619999999,-1376.225181,-1305.579395,-1493.027345,-1335.569424,-1343.076123,-1052.4006,-1343.3843145000003,24800
124,-1254.818861,-1614.552401,-1402.453418,-1529.96908,-1237.651867,-1066.742845,-1366.585533,-1182.948472,-1118.789082,-1388.164864,-1316.2676422999998,25000
125,-1007.8308890000001,-1037.178875,-1229.085489,-1311.834002,-1228.567004,-1237.866399,-1452.0899140000001,-1327.360647,-1092.7629980000002,-1079.547006,-1200.4123223000001,25200
126,-1348.279069,-1547.864768,-1035.203094,-1282.364256,-1273.876389,-1397.407163,-1438.425616,-1195.34924,-1040.0543519999999,-1429.5558449999999,-1298.8379792,25400
127,-971.727577,-1185.939736,-1085.071263,-1219.380269,-1381.116808,-1337.254385,-1225.239158,-1279.590326,-1401.4025589999999,-1635.05229,-1272.1774371,25600
128,-1238.4811539999998,-1161.492342,-1085.71147,-1410.667362,-1310.379201,-1266.635755,-1382.2403769999999,-1478.2533429999999,-1297.046625,-1331.6168810000001,-1296.252451,25800
129,-1205.020893,-1247.3656429999999,-958.9272980000001,-1080.179778,-1163.464007,-1238.340992,-1154.629426,-1317.568931,-935.9730289999999,-1376.793886,-1167.8263883,26000
130,-1232.00259,-1234.119884,-970.29033,-1200.1088029999999,-1415.580391,-998.122045,-1251.336125,-1374.187036,-886.698635,-1042.843676,-1160.5289515,26200
131,-1257.996161,-940.639974,-942.4406349999999,-972.630554,-1135.662104,-1287.229224,-1386.318293,-1535.263649,-1015.2526720000001,-1516.808688,-1199.0241954,26400
132,-1361.5344810000001,-1530.80457,-945.0768609999999,-1103.2015470000001,-1290.782805,-1366.277789,-1490.711978,-1237.1461769999999,-1232.865835,-960.292382,-1251.8694424999999,26600
133,-1182.40099,-1067.192659,-1440.750666,-1481.681359,-1078.230814,-1122.374749,-1241.252241,-1219.574597,-1118.035572,-1087.108438,-1203.8602085000002,26800
134,-1384.767034,-993.5480230000001,-1461.22071,-1244.847624,-1117.776018,-1247.951145,-1226.480399,-1303.428154,-804.269589,-1077.571483,-1186.1860178999998,27000
135,-1275.01911,-1240.437629,-1397.522672,-1515.256458,-1164.974411,-1172.825341,-1197.175733,-1361.381168,-1092.04429,-1077.019051,-1249.3655863,27200
136,-1212.039107,-1334.0609470000002,-1511.5816810000001,-1205.824881,-1068.978603,-1360.842437,-1172.80689,-1281.739742,-931.0584970000001,-1107.753389,-1218.6686174000001,27400
137,-1472.759475,-1221.09845,-1161.654307,-1136.692536,-1270.5975019999998,-1537.533186,-1175.622025,-1309.358847,-1262.288687,-1215.038722,-1276.2643736999999,27600
138,-1177.6546759999999,-1080.131859,-1201.076656,-1259.046697,-1173.101711,-1007.751269,-1415.35173,-1678.109703,-811.404395,-1614.5317300000002,-1241.8160426,27800
139,-1245.155272,-1192.54017,-1015.8981259999999,-1444.295031,-1296.469283,-1347.9272230000001,-1473.554593,-1276.337507,-1071.930386,-1150.358959,-1251.4466550000002,28000
140,-1172.7802609999999,-1104.8321529999998,-1091.511325,-1294.083056,-1385.723319,-1532.617821,-1388.956351,-1209.784751,-1115.456127,-1381.4265189999999,-1267.7171683,28200
141,-1093.307366,-1626.0570300000002,-1359.618948,-1531.919649,-1377.655403,-1351.82094,-1486.430284,-1812.53013,-1113.0529099999999,-1451.873043,-1420.4265702999999,28400
142,-1434.930346,-1009.743784,-1383.263326,-1525.213558,-633.942548,-1379.818056,-1156.996954,-1353.226985,-1048.026562,-1198.763544,-1212.3925663,28600
143,-1367.671243,-997.4832289999999,-1245.7893609999999,-1333.77165,-1003.807491,-1265.152738,-1298.638608,-1192.287351,-1257.196311,-1407.416532,-1236.9214514,28800
144,-1274.248751,-1229.824342,-1234.330201,-1270.787882,-1120.9929949999998,-1516.952978,-1144.141916,-1127.333291,-1053.486524,-1195.492998,-1216.7591878,29000
145,-1074.387116,-1184.8976810000001,-1161.506364,-1562.6975009999999,-793.895829,-1221.239776,-1389.190651,-1260.947813,-1186.620219,-1261.7303259999999,-1209.7113276,29200
146,-1225.267862,-1063.945962,-1241.07864,-1349.653565,-1606.791012,-1382.20214,-1442.103068,-1159.015682,-1122.193936,-1331.34217,-1292.3594036999998,29400
147,-1108.863265,-1123.263753,-1247.39922,-1177.514442,-1067.113065,-1457.130811,-1258.2179449999999,-1287.349084,-870.785144,-1271.1028019999999,-1186.8739530999997,29600
148,-1089.808644,-922.3929519999999,-1420.646641,-1337.355974,-1387.886469,-1085.7525380000002,-1190.707084,-1199.261274,-1248.135307,-1385.029711,-1226.6976594,29800
149,-1492.095701,-1008.7471,-1219.592096,-1252.936768,-1058.578493,-1291.417099,-1286.985971,-1208.535681,-1272.882529,-1377.600575,-1246.9372013,30000
150,-1657.164047,-1220.9289939999999,-1080.0967269999999,-1133.685591,-1189.9412519999998,-1273.929833,-1551.909071,-1255.751554,-1099.640409,-1229.887837,-1269.2935315,30200
151,-1197.451392,-1077.029456,-1294.124353,-1089.975925,-1209.8968619999998,-1521.701015,-797.160768,-1298.8081140000002,-1110.571541,-1229.825022,-1182.6544447999997,30400
152,-1343.10633,-1153.5450210000001,-1274.4290449999999,-1369.376429,-1235.299908,-1402.170668,-1317.7126859999998,-1246.596051,-1382.7554519999999,-1429.0528769999999,-1315.4044466999999,30600
153,-1207.761923,-1105.551024,-1513.1510560000002,-1244.018859,-1118.311779,-1374.022809,-1260.758957,-1102.85661,-1317.930093,-1439.159324,-1268.3522434000001,30800
154,-1211.4136529999998,-1090.377468,-1160.9947869999999,-1183.8336769999999,-1320.489711,-1354.6069,-1208.417044,-1189.7002300000001,-1411.121884,-1343.152284,-1247.4107638,31000
