,r,r,r,r,r,r,r,r,r,r,mean_reward,timesteps
0,-1791.473947,-888.530381,-1330.363585,-1296.608717,-999.7460880000001,-1405.413472,-1632.984555,-963.6243609999999,-1199.14635,-980.8673220000001,-1248.8758778000001,200
1,-1318.50479,-1029.011796,-1353.725858,-1016.7189179999999,-1309.7430960000002,-1461.6995650000001,-1058.719026,-1183.0084279999999,-1038.051924,-854.3901089999999,-1162.3573509999999,400
2,-1453.479361,-875.275952,-1197.581793,-1073.843967,-1587.092458,-974.197939,-1293.537634,-1231.0860460000001,-847.8376279999999,-996.511618,-1153.0444395999998,600
3,-1288.890067,-880.897252,-1075.841643,-1655.774488,-859.897444,-1082.1458599999999,-871.2048179999999,-1106.617451,-917.469867,-861.425239,-1060.0164129,800
4,-1269.414734,-872.683705,-1552.4347300000002,-873.285583,-1172.800666,-1080.383889,-1062.812984,-981.2548699999999,-778.119692,-988.573544,-1063.1764397000002,1000
5,-1397.482178,-1349.981799,-1020.776901,-1069.628234,-921.037624,-869.9039740000001,-902.51806,-926.0325650000001,-876.7521869999999,-870.2955710000001,-1020.4409093,1200
6,-947.862972,-1289.036406,-1234.5212179999999,-966.261014,-981.720017,-847.539826,-894.343701,-866.551874,-1158.551033,-1584.108119,-1077.049618,1400
7,-1029.019955,-886.045016,-1279.750426,-997.245599,-1211.695498,-873.606245,-1025.226096,-758.087817,-938.535975,-883.0073689999999,-988.2219996,1600
8,-1172.4980189999999,-1494.099543,-1068.1603400000001,-1092.103546,-1105.97441,-921.775696,-875.316561,-894.159627,-852.73958,-860.912874,-1033.7740196,1800
9,-1067.248208,-1144.314448,-1164.118768,-946.950823,-865.940547,-892.3373130000001,-1071.9035789999998,-1067.326001,-974.588372,-1661.232837,-1085.5960896000001,2000
10,-1071.447087,-917.249313,-999.116059,-1108.001477,-852.89352,-1001.949268,-867.5868519999999,-976.040358,-1747.630874,-957.7458429999999,-1049.9660651,2200
11,-1099.589645,-905.7821560000001,-1068.528546,-986.502731,-888.8497970000001,-919.6785050000001,-997.714142,-1652.2853109999999,-1144.263135,-827.860554,-1049.1054522,2400
12,-1175.105221,-1436.303803,-1016.0221859999999,-1111.277274,-756.189031,-1171.363361,-1761.7381870000002,-870.9500619999999,-941.054058,-789.766672,-1102.9769855,2600
13,-858.5574320000001,-1622.270338,-942.904,-755.269975,-1068.862516,-1633.183046,-1084.026616,-863.327338,-900.4474529999999,-1387.114145,-1111.5962858999999,2800
14,-1458.805652,-1594.037981,-1063.535998,-1701.746418,-951.951041,-1145.521743,-1200.899207,-1647.878706,-854.384724,-1178.859205,-1279.7620675,3000
15,-1294.630059,-752.870785,-1711.973049,-1173.654765,-1073.945264,-1189.459374,-1537.925918,-898.504851,-1158.165937,-1798.7723989999997,-1258.9902401,3200
16,-1480.843888,-1158.2649199999998,-1117.477842,-1182.342368,-1383.680769,-1412.666809,-747.023457,-1160.905403,-1684.8244539999998,-849.205443,-1217.7235353,3400
17,-1148.851705,-1128.42899,-1004.508408,-1182.6933490000001,-1516.207973,-846.320331,-1145.5207189999999,-1707.0252510000003,-895.599794,-1194.662839,-1176.9819359,3600
18,-1004.0355509999999,-1044.024825,-1306.000438,-1497.0284609999999,-886.6014,-1166.508932,-1813.057425,-986.165344,-1242.210873,-1290.800336,-1223.6433585,3800
19,-1177.671822,-1563.972066,-1587.007562,-873.6951529999999,-1196.126118,-1687.1262219999999,-1068.2361039999998,-1182.893124,-1060.931959,-1171.389954,-1256.9050084,4000
20,-1659.988011,-869.5961,-869.801365,-999.1983050000001,-1694.7184829999999,-947.1931480000001,-993.0256009999999,-1289.1150460000001,-1073.643391,-1484.6463130000002,-1188.0925763,4200
21,-966.3821960000001,-1418.236576,-1853.492354,-1230.996561,-1171.511374,-962.278642,-1108.723217,-1088.285025,-749.091691,-863.478877,-1141.2476512999997,4400
22,-1540.718967,-749.145326,-1184.678496,-1236.442322,-1250.350978,-1308.272557,-870.4197130000001,-759.273008,-1219.17142,-1302.932136,-1142.1404923,4600
23,-1526.9809599999999,-854.886043,-1179.5039869999998,-1182.199433,-1328.423386,-1161.783022,-870.051253,-1183.984675,-1272.399125,-768.586,-1132.8797883999998,4800
24,-1172.2217890000002,-1038.240993,-1122.645352,-1385.4178029999998,-1181.081344,-883.484143,-1166.090467,-1359.350368,-750.721824,-867.7228660000001,-1092.6976949,5000
25,-1205.841585,-945.22961,-1477.210637,-1172.165809,-889.618976,-847.394592,-1280.4902359999999,-844.6383720000001,-850.897505,-639.735691,-1015.3223012999999,5200
26,-1321.996451,-1340.327942,-860.3512460000001,-810.4490099999999,-1010.5976939999999,-1344.734252,-904.069233,-862.611366,-766.804956,-1018.51316,-1024.0455310000002,5400
27,-1254.204043,-835.344083,-855.607976,-1205.4992029999999,-1324.960117,-949.6510699999999,-748.5530719999999,-940.182133,-844.2507,-1280.280458,-1023.8532855,5600
